gu,dong,number,기준_년분기_코드,행정동_코드,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수,보증금(만원)_전세,임대료(만원)_전세,임대면적_전세,보증금(만원)_월세,임대료(만원)_월세,임대면적_월세
성북구,장위2동,3044,20242,11290770,89,3.0,2.0,,,11.0,1.0,3.0,,,,,,,,,,,1.0,27.0,,,,,,
성북구,장위3동,2143,20242,11290780,82,1.0,,,,5.0,1.0,2.0,1.0,,1.0,,1.0,,,,,,,39.0,,,,,,
성북구,성북동,4136,20242,11290525,166,6.0,4.0,,,6.0,2.0,1.0,3.0,2.0,5.0,,,,,,,,,55.0,24189.7,0.0,50.013450000000006,6553.225806451613,75.59354838709677,47.50916129032258
성북구,삼선동,5988,20242,11290555,163,7.0,5.0,,,14.0,,1.0,1.0,2.0,14.0,,,,,,,,2.0,46.0,,,,,,
성북구,동선동,6649,20242,11290575,146,1.0,4.0,,1.0,13.0,1.0,2.0,2.0,1.0,12.0,,,1.0,,,,,1.0,19.0,,,,,,
성북구,종암동,6822,20242,11290705,189,7.0,2.0,,1.0,17.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,56.0,28998.099593495936,0.0,56.2234349593496,6122.02124430956,66.44613050075873,44.98881638846738
성북구,석관동,7396,20242,11290810,154,6.0,3.0,,,16.0,2.0,2.0,1.0,1.0,,,1.0,,2.0,,,,2.0,32.0,24941.073504273503,0.0,46.22126495726496,5400.071684587813,49.78136200716846,41.42421146953405
강북구,번1동,6027,20242,11305595,136,3.0,3.0,,1.0,14.0,1.0,1.0,1.0,,,,,1.0,,,,,,30.0,,,,,,
강북구,번2동,3184,20242,11305603,110,5.0,,,,7.0,1.0,,1.0,,,,,,1.0,,,,,54.0,,,,,,
강북구,번3동,2919,20242,11305608,95,3.0,1.0,,,8.0,,2.0,,,,,,,,,,,,37.0,,,,,,
